,failures,is_math,higher,health,Mjob,studytime,goout,reason,traveltime,activities,famsup,nursery,Total_alc,GPA
684,0,1,yes,5,other,1,1,other,2,yes,yes,yes,1,1.7322999999999935
685,0,1,yes,4,teacher,3,3,home,1,yes,yes,yes,1,3.9080999999999833
686,0,1,yes,5,other,3,3,reputation,2,yes,yes,yes,1,3.7865999999999556
687,0,1,yes,5,services,3,2,course,1,yes,yes,yes,1,2.960799999999995
688,0,1,yes,2,at_home,1,1,reputation,1,yes,yes,yes,1,3.3987000000000243
689,1,1,yes,3,other,2,3,home,2,yes,yes,no,2,2.403800000000029
690,0,1,yes,5,teacher,1,3,home,1,no,yes,no,8,3.0696000000000074
691,0,1,yes,5,services,2,3,course,1,yes,yes,yes,1,3.9566999999999948
692,0,1,yes,1,services,1,1,course,1,no,yes,yes,1,2.2827000000000277
693,1,1,yes,5,other,2,3,course,2,yes,no,yes,4,2.5397000000000025
694,0,1,yes,5,other,2,2,course,1,yes,yes,yes,1,1.7322999999999935
695,0,1,yes,3,other,2,5,home,1,no,yes,yes,4,2.938699999999997
696,0,1,yes,2,health,4,2,reputation,1,yes,no,yes,1,3.9566999999999948
697,0,1,yes,5,teacher,2,3,home,1,no,yes,yes,4,3.630499999999973
698,1,1,yes,3,services,2,4,other,1,yes,yes,no,1,1.7322999999999935
699,0,1,yes,4,services,2,3,course,3,no,yes,yes,6,3.2752000000000288
700,0,1,yes,5,health,2,3,other,1,no,yes,yes,1,3.0696000000000074
701,1,1,yes,5,health,1,5,other,2,no,no,yes,12,2.753599999999988
702,0,1,yes,5,services,1,4,course,1,no,yes,yes,6,2.5397000000000025
703,0,1,yes,1,other,1,4,other,1,no,no,yes,16,3.0696000000000074
704,0,1,yes,2,other,2,4,other,1,yes,no,yes,1,2.2827000000000277
705,0,1,yes,1,services,2,2,reputation,1,yes,yes,yes,1,3.630499999999973
706,0,1,yes,5,teacher,2,2,reputation,1,yes,yes,yes,1,3.630499999999973
707,0,1,yes,5,other,2,2,home,1,yes,yes,yes,1,2.403800000000029
708,0,1,yes,5,services,2,3,course,1,no,yes,yes,1,3.7865999999999556
709,0,1,yes,4,health,2,4,other,1,yes,yes,yes,6,2.753599999999988
710,0,1,yes,5,services,1,5,course,4,yes,yes,no,25,2.5397000000000025
711,0,1,yes,1,other,2,3,reputation,1,yes,no,yes,1,2.2827000000000277
712,0,1,yes,4,teacher,3,4,home,1,yes,yes,yes,8,2.403800000000029
713,0,1,yes,2,services,2,4,reputation,1,yes,no,yes,8,2.6274999999999995
714,0,1,yes,1,teacher,2,3,course,3,yes,yes,yes,2,3.7865999999999556
715,0,1,yes,3,other,4,3,reputation,1,yes,yes,no,25,3.2752000000000288
716,0,1,yes,5,services,4,3,course,1,no,yes,yes,2,1.7322999999999935
717,0,1,yes,4,health,2,3,reputation,2,no,yes,yes,3,2.1876000000000246
718,0,1,yes,3,other,4,2,reputation,2,no,yes,no,6,3.7865999999999556
719,0,1,yes,5,other,4,2,reputation,2,no,yes,yes,1,3.475700000000025
720,0,1,yes,3,other,4,3,course,1,no,no,yes,1,2.6274999999999995
721,2,1,yes,5,other,2,4,reputation,1,no,yes,no,8,1.7322999999999935
722,0,1,yes,5,other,1,2,reputation,1,yes,no,yes,4,3.2752000000000288
723,0,1,yes,5,other,2,3,home,1,yes,yes,yes,8,2.938699999999997
724,0,1,yes,5,teacher,2,3,home,1,yes,yes,yes,6,2.403800000000029
725,0,1,yes,1,teacher,4,3,course,2,yes,no,yes,1,2.753599999999988
726,0,1,yes,3,other,4,3,reputation,1,no,no,yes,3,2.8813999999999993
727,3,1,no,3,other,1,1,home,2,yes,yes,yes,1,2.1876000000000246
728,0,1,yes,3,at_home,2,3,course,1,no,yes,yes,2,1.1637999999999862
729,0,1,yes,3,other,1,2,course,1,yes,yes,no,3,2.938699999999997
730,0,1,yes,5,other,3,2,home,1,no,no,no,2,2.753599999999988
731,0,1,yes,5,services,2,4,reputation,1,no,yes,yes,1,1.7322999999999935
732,0,1,yes,4,services,2,3,home,2,yes,no,yes,3,3.7431999999999626
733,0,1,yes,4,other,2,2,home,1,yes,yes,no,6,2.5397000000000025
734,2,1,yes,5,services,2,4,reputation,2,no,no,yes,6,2.1876000000000246
735,0,1,yes,2,at_home,2,4,course,1,no,yes,yes,2,1.7322999999999935
736,0,1,yes,1,other,3,3,reputation,1,yes,yes,yes,3,3.4567000000000245
737,1,1,yes,3,services,2,2,reputation,2,yes,no,no,1,2.7192999999999885
738,0,1,yes,5,teacher,2,3,reputation,1,no,yes,yes,15,1.7322999999999935
739,0,1,yes,4,other,3,3,home,1,no,yes,yes,3,1.7322999999999935
740,0,1,yes,1,services,1,5,reputation,1,yes,no,yes,3,3.9566999999999948
741,0,1,yes,2,other,2,3,home,1,no,yes,yes,6,1.7322999999999935
742,0,1,yes,1,teacher,2,3,home,2,yes,yes,yes,1,2.7192999999999885
743,0,1,yes,4,services,4,4,reputation,1,yes,yes,yes,1,3.2752000000000288
744,1,1,yes,1,at_home,4,2,home,2,yes,yes,yes,1,2.2827000000000277
745,0,1,yes,4,services,1,3,reputation,2,yes,yes,no,1,3.4567000000000245
746,0,1,yes,5,other,2,5,course,1,no,yes,yes,1,2.2827000000000277
747,0,1,yes,1,other,1,4,reputation,1,yes,no,no,2,3.2804000000000295
748,0,1,yes,3,other,3,5,course,1,no,yes,yes,1,2.1876000000000246
749,0,1,yes,4,services,1,5,other,1,yes,yes,yes,25,1.7322999999999935
750,0,1,yes,4,services,3,3,other,1,yes,yes,yes,1,3.9566999999999948
751,0,1,yes,5,services,1,3,course,1,yes,yes,no,1,3.0696000000000074
752,0,1,yes,2,services,2,5,home,2,no,yes,yes,1,1.7322999999999935
753,0,1,yes,1,services,2,4,course,1,yes,yes,yes,1,3.9566999999999948
754,0,1,yes,4,other,4,3,reputation,1,no,no,yes,1,2.753599999999988
755,0,1,yes,3,other,4,2,course,1,no,yes,yes,1,2.0212000000000065
756,0,1,yes,5,services,3,3,home,1,yes,yes,yes,1,3.9566999999999948
757,0,1,yes,1,other,4,5,home,4,yes,yes,yes,15,3.0696000000000074
758,0,1,yes,4,health,3,5,other,1,yes,yes,yes,1,3.7431999999999626
759,0,1,yes,4,teacher,1,3,course,1,yes,no,yes,1,3.9566999999999948
760,1,1,yes,2,services,3,2,reputation,1,yes,yes,yes,1,2.2827000000000277
761,1,1,yes,5,at_home,2,2,home,1,yes,no,yes,1,3.0696000000000074
762,0,1,yes,3,teacher,1,2,course,1,no,no,yes,1,3.9566999999999948
763,0,1,yes,5,health,2,2,reputation,1,yes,no,yes,1,2.2827000000000277
764,0,1,yes,5,teacher,2,4,course,1,yes,yes,yes,2,3.7865999999999556
765,0,1,yes,2,other,2,3,reputation,2,yes,yes,yes,1,3.2752000000000288
766,0,1,yes,5,other,1,2,home,2,yes,no,yes,1,3.3987000000000243
767,1,1,yes,5,other,2,4,course,3,yes,yes,yes,4,2.1876000000000246
768,0,1,yes,4,other,1,3,reputation,1,no,no,yes,2,3.3987000000000243
769,0,1,yes,1,at_home,2,3,course,1,no,no,no,2,3.7865999999999556
770,0,1,yes,5,services,4,4,home,1,yes,yes,yes,2,3.7431999999999626
771,0,1,yes,5,other,2,2,course,2,yes,yes,yes,2,3.2804000000000295
772,0,1,yes,5,health,1,4,course,1,yes,yes,yes,4,3.2752000000000288
773,0,1,yes,5,other,2,4,home,1,no,no,yes,1,2.0212000000000065
774,0,1,yes,5,services,1,5,home,1,no,no,yes,6,3.2752000000000288
775,0,1,yes,1,other,2,2,home,1,yes,no,yes,1,2.403800000000029
776,3,1,no,5,at_home,2,2,course,1,no,yes,no,1,2.1876000000000246
777,2,1,yes,4,services,1,3,reputation,1,yes,yes,yes,2,1.1637999999999862
778,0,1,yes,4,teacher,1,5,course,1,yes,no,yes,10,3.9566999999999948
779,2,1,yes,5,services,3,2,course,2,no,yes,yes,4,3.0696000000000074
780,0,1,yes,4,at_home,1,3,course,3,yes,yes,no,2,2.1876000000000246
781,0,1,yes,5,other,1,4,course,1,no,yes,yes,3,2.960799999999995
782,0,1,yes,5,services,1,1,course,1,no,no,yes,4,2.938699999999997
783,0,1,yes,5,at_home,2,3,course,4,no,yes,yes,1,2.2827000000000277
784,0,1,yes,5,services,3,3,course,1,yes,yes,yes,1,2.8813999999999993
785,0,1,yes,5,at_home,2,5,course,3,no,no,yes,8,2.6274999999999995
786,2,1,yes,5,other,1,2,course,2,yes,yes,no,1,0.4142000000000006
787,1,1,yes,5,services,2,4,course,1,no,no,yes,3,3.2752000000000288
788,0,1,yes,5,teacher,1,2,course,2,yes,no,yes,1,3.7865999999999556
789,0,1,yes,3,teacher,4,2,course,2,no,yes,yes,1,2.1876000000000246
790,2,1,yes,2,services,1,3,reputation,2,yes,yes,yes,4,2.2827000000000277
791,0,1,yes,5,teacher,3,2,course,1,yes,yes,yes,1,2.7192999999999885
792,0,1,yes,1,at_home,1,4,course,1,no,no,yes,9,3.4567000000000245
793,3,1,yes,5,other,1,5,home,1,no,yes,yes,2,1.1637999999999862
794,0,1,yes,5,other,2,2,course,1,no,yes,yes,2,2.6274999999999995
795,3,1,yes,3,health,2,2,home,1,no,yes,yes,1,1.7322999999999935
796,0,1,yes,5,at_home,2,2,course,1,no,yes,no,1,2.753599999999988
797,0,1,no,5,teacher,1,2,course,1,no,yes,yes,2,1.7322999999999935
798,3,1,yes,5,services,1,5,course,4,no,no,yes,10,2.2827000000000277
799,3,1,no,4,other,1,5,course,1,no,no,yes,10,1.1637999999999862
800,1,1,yes,5,at_home,1,4,course,1,yes,no,yes,15,3.2804000000000295
801,2,1,yes,3,services,3,1,reputation,2,yes,yes,yes,6,2.6274999999999995
802,3,1,no,4,services,1,4,home,1,no,yes,yes,1,1.1637999999999862
803,0,1,yes,4,other,1,1,course,1,no,yes,yes,1,2.938699999999997
804,0,1,yes,1,at_home,2,4,course,1,yes,no,yes,1,2.2827000000000277
805,0,1,yes,5,other,1,2,reputation,1,no,no,yes,9,3.4567000000000245
806,3,1,yes,4,at_home,1,5,course,3,yes,yes,no,5,2.2827000000000277
807,0,1,yes,3,at_home,1,2,course,3,no,no,no,2,3.7865999999999556
808,1,1,yes,5,other,2,5,course,1,no,yes,yes,16,2.938699999999997
809,2,1,no,5,at_home,1,2,course,2,yes,no,yes,4,1.7322999999999935
810,2,1,yes,3,other,2,4,course,2,no,yes,yes,4,1.7322999999999935
811,1,1,yes,5,other,1,4,course,2,yes,no,yes,8,1.7322999999999935
812,0,1,no,2,at_home,1,3,course,1,no,no,yes,4,2.6274999999999995
813,3,1,no,5,other,2,5,course,4,yes,no,yes,5,1.7322999999999935
814,1,1,no,2,services,1,2,course,2,yes,yes,no,1,2.960799999999995
815,0,1,no,4,other,2,5,course,1,no,no,yes,8,2.6274999999999995
816,0,1,yes,3,health,2,3,home,1,no,no,yes,1,3.7431999999999626
817,0,1,yes,4,other,2,5,home,1,no,yes,no,1,1.7322999999999935
818,0,1,yes,3,health,2,2,reputation,1,no,yes,yes,1,3.475700000000025
819,2,1,yes,2,other,1,5,course,3,yes,yes,no,8,1.1637999999999862
820,0,1,yes,3,other,2,2,reputation,2,yes,yes,yes,1,3.630499999999973
821,0,1,yes,5,teacher,2,4,reputation,1,yes,yes,yes,3,2.938699999999997
822,3,1,yes,3,at_home,2,5,home,1,yes,no,no,1,1.7322999999999935
823,0,1,yes,4,other,2,5,reputation,2,yes,yes,yes,1,2.6274999999999995
824,0,1,yes,4,teacher,2,4,course,2,yes,no,yes,16,2.403800000000029
825,0,1,yes,5,services,2,4,reputation,2,yes,no,no,4,3.0696000000000074
826,0,1,yes,4,other,2,4,reputation,1,yes,no,no,4,1.1637999999999862
827,0,1,yes,3,teacher,1,3,other,1,yes,yes,yes,12,2.2827000000000277
828,0,1,yes,2,other,2,3,course,1,yes,yes,yes,1,2.7192999999999885
829,0,1,yes,3,teacher,2,3,home,1,yes,yes,yes,6,2.1876000000000246
830,0,1,yes,3,services,2,3,home,1,yes,no,yes,2,3.0696000000000074
831,0,1,yes,5,services,2,2,reputation,1,yes,yes,yes,6,3.9566999999999948
832,0,1,yes,1,other,2,3,reputation,1,yes,yes,yes,6,2.1876000000000246
833,0,1,yes,1,other,2,2,reputation,1,no,yes,yes,2,3.0696000000000074
834,0,1,yes,4,services,2,4,other,1,yes,yes,yes,6,2.960799999999995
835,0,1,yes,3,services,1,3,other,1,yes,yes,yes,2,2.938699999999997
836,0,1,yes,5,other,2,3,course,1,yes,no,yes,2,3.7431999999999626
837,0,1,yes,3,health,2,3,reputation,1,no,yes,no,3,2.1876000000000246
838,0,1,yes,3,at_home,2,3,home,1,no,no,yes,5,2.2827000000000277
839,0,1,yes,2,services,2,3,course,1,no,no,yes,1,3.0696000000000074
840,0,1,yes,3,at_home,2,3,course,1,yes,no,yes,1,2.1876000000000246
841,0,1,yes,5,at_home,2,4,other,2,yes,no,no,20,2.0212000000000065
842,0,1,yes,5,services,1,2,reputation,1,yes,yes,yes,12,2.2827000000000277
843,0,1,yes,3,other,1,3,home,2,no,no,yes,1,3.4567000000000245
844,0,1,yes,5,services,2,2,course,1,yes,no,yes,1,3.630499999999973
845,0,1,yes,5,services,1,3,home,1,no,no,yes,2,3.7865999999999556
846,0,1,yes,3,teacher,1,4,home,3,yes,yes,yes,15,2.403800000000029
847,1,1,yes,2,services,1,4,home,2,no,yes,yes,6,3.9566999999999948
848,0,1,yes,3,teacher,2,2,reputation,1,no,yes,yes,2,2.403800000000029
849,0,1,yes,2,health,2,5,home,1,yes,yes,yes,5,3.7865999999999556
850,0,1,yes,4,other,2,3,reputation,1,yes,yes,yes,3,2.403800000000029
851,0,1,yes,1,other,2,4,course,1,no,yes,no,3,2.403800000000029
852,0,1,yes,3,other,1,2,reputation,1,no,yes,yes,2,1.7322999999999935
853,0,1,yes,5,services,4,5,reputation,2,yes,yes,no,1,2.7192999999999885
854,1,1,yes,5,at_home,3,3,home,1,no,yes,yes,12,2.403800000000029
855,3,1,yes,4,services,2,3,course,1,no,yes,yes,4,1.7322999999999935
856,0,1,yes,1,teacher,2,2,other,1,yes,no,yes,1,3.0696000000000074
857,0,1,yes,5,at_home,1,2,home,2,no,yes,yes,4,2.403800000000029
858,0,1,yes,4,teacher,3,2,reputation,2,yes,yes,yes,1,1.7322999999999935
859,0,1,yes,3,other,4,3,reputation,1,yes,yes,yes,2,2.1876000000000246
860,0,1,yes,3,services,2,5,home,1,no,yes,yes,20,3.0696000000000074
861,0,1,yes,4,other,2,4,reputation,1,no,yes,yes,1,3.2804000000000295
862,1,1,yes,5,services,2,4,home,1,yes,yes,yes,8,1.7322999999999935
863,0,1,yes,3,services,1,1,other,1,no,yes,yes,2,2.403800000000029
864,0,1,yes,1,other,2,4,reputation,2,no,no,yes,3,3.630499999999973
865,2,1,yes,1,other,2,5,reputation,1,no,no,yes,8,1.1637999999999862
866,1,1,yes,4,services,2,4,home,1,no,yes,yes,8,1.7322999999999935
867,0,1,yes,3,at_home,1,3,home,2,no,yes,yes,4,1.7322999999999935
868,0,1,yes,4,at_home,3,3,course,1,yes,yes,yes,1,2.5397000000000025
869,0,1,yes,5,at_home,2,5,reputation,2,yes,yes,yes,2,1.7322999999999935
870,1,1,yes,5,at_home,3,4,reputation,1,yes,yes,yes,1,1.1637999999999862
871,0,1,yes,3,services,2,1,other,1,no,no,yes,1,3.9080999999999833
872,0,1,yes,4,other,2,3,home,2,no,yes,yes,25,3.2752000000000288
873,0,1,yes,5,teacher,3,2,home,1,yes,yes,no,1,3.3987000000000243
874,1,1,yes,4,other,2,3,reputation,1,yes,no,yes,1,2.1876000000000246
875,0,1,yes,3,other,2,4,course,1,yes,no,no,3,3.7865999999999556
876,0,1,yes,3,services,2,3,reputation,1,no,yes,no,3,2.960799999999995
877,0,1,yes,3,at_home,2,2,course,4,yes,yes,yes,20,2.2827000000000277
878,0,1,yes,3,other,3,3,course,2,yes,no,yes,2,2.938699999999997
879,0,1,yes,3,health,2,3,reputation,1,yes,no,yes,2,3.3987000000000243
880,0,1,yes,1,other,2,2,course,2,yes,yes,yes,1,2.8813999999999993
881,0,1,yes,2,teacher,2,5,reputation,1,yes,yes,yes,3,2.5397000000000025
882,0,1,yes,1,health,2,4,reputation,1,yes,yes,yes,8,3.3987000000000243
883,0,1,yes,5,other,2,2,home,2,no,yes,yes,1,1.7322999999999935
884,0,1,yes,2,at_home,3,3,reputation,2,yes,no,yes,3,2.6274999999999995
885,0,1,yes,4,other,2,2,home,1,yes,no,no,25,3.3987000000000243
886,0,1,yes,5,other,1,2,home,1,no,no,yes,1,3.0696000000000074
887,0,1,yes,3,at_home,2,1,course,3,yes,no,yes,1,2.960799999999995
888,1,1,no,2,other,2,4,reputation,1,no,no,yes,15,1.7322999999999935
889,0,1,yes,5,health,2,5,course,2,yes,no,yes,4,3.0696000000000074
890,0,1,yes,4,teacher,2,3,course,2,no,yes,yes,6,2.8813999999999993
891,0,1,yes,3,teacher,1,5,course,1,yes,no,no,1,1.7322999999999935
892,0,1,yes,5,services,1,2,course,1,yes,no,yes,2,3.0696000000000074
893,0,1,yes,3,other,3,4,course,2,no,yes,no,1,1.7322999999999935
894,0,1,yes,4,other,1,3,course,3,no,no,yes,1,3.9566999999999948
895,0,1,yes,2,other,1,2,course,2,no,no,yes,1,3.0696000000000074
896,3,1,no,1,services,1,5,other,1,no,no,no,25,1.7322999999999935
897,1,1,yes,5,other,2,3,course,1,no,yes,yes,3,0.822199999999999
898,0,1,yes,5,other,1,2,other,1,no,no,no,8,3.475700000000025
899,1,1,no,5,services,1,5,course,2,no,no,yes,8,1.7322999999999935
900,0,1,yes,2,at_home,2,3,reputation,3,no,yes,no,3,2.2827000000000277
901,1,1,no,5,services,1,5,other,1,no,no,no,10,2.0212000000000065
902,0,1,yes,3,other,1,2,course,2,yes,no,no,3,2.1876000000000246
903,0,1,yes,5,other,1,2,course,1,no,no,no,8,2.753599999999988
904,1,1,yes,5,health,1,4,course,2,yes,yes,yes,2,2.1876000000000246
905,0,1,yes,4,teacher,4,3,reputation,1,yes,yes,yes,1,3.2804000000000295
906,0,1,yes,1,services,2,1,reputation,1,no,yes,yes,1,2.8813999999999993
907,0,1,yes,4,other,2,4,home,1,yes,no,yes,2,3.475700000000025
908,0,1,yes,2,services,4,1,course,1,yes,no,yes,1,2.403800000000029
909,0,1,yes,2,services,2,2,home,1,no,yes,yes,3,3.9566999999999948
910,0,1,yes,3,teacher,2,2,course,1,no,yes,no,1,2.1876000000000246
911,0,1,yes,3,other,3,2,course,1,yes,no,no,1,3.0696000000000074
912,0,1,yes,4,other,3,3,home,1,yes,no,no,1,2.403800000000029
913,0,1,yes,3,at_home,3,3,home,1,yes,yes,yes,1,2.403800000000029
914,0,1,yes,1,other,2,5,reputation,2,yes,yes,yes,12,3.9566999999999948
915,0,1,yes,5,services,2,4,other,1,yes,no,yes,12,2.403800000000029
916,0,1,yes,4,teacher,2,4,reputation,2,yes,no,yes,4,2.8813999999999993
917,0,1,yes,5,health,2,5,reputation,1,yes,yes,yes,3,2.5397000000000025
918,0,1,no,3,other,2,5,reputation,2,no,yes,yes,2,1.7322999999999935
919,2,1,yes,5,other,2,5,home,1,yes,yes,yes,9,2.2827000000000277
920,0,1,yes,2,other,4,5,reputation,1,yes,yes,yes,3,3.475700000000025
921,0,1,yes,3,other,2,3,home,2,no,yes,no,1,2.8813999999999993
922,0,1,yes,1,at_home,2,2,home,1,yes,yes,no,4,3.475700000000025
923,0,1,yes,1,at_home,2,3,reputation,2,no,yes,yes,1,2.6274999999999995
924,0,1,yes,5,services,2,4,course,2,no,yes,yes,6,3.0696000000000074
925,0,1,no,5,other,2,1,home,2,no,no,no,1,2.403800000000029
926,0,1,yes,3,teacher,1,4,home,2,yes,no,yes,4,2.2827000000000277
927,1,1,yes,4,health,2,4,reputation,1,yes,yes,yes,1,2.1876000000000246
928,0,1,yes,1,teacher,1,3,course,2,yes,no,yes,2,2.7192999999999885
929,0,1,yes,5,services,1,4,home,2,yes,no,yes,8,2.1876000000000246
930,1,1,yes,3,teacher,1,4,home,1,no,no,yes,12,2.6274999999999995
931,0,1,yes,3,at_home,4,2,reputation,2,yes,yes,yes,1,3.0696000000000074
932,0,1,yes,4,other,2,4,home,2,yes,no,yes,1,2.2827000000000277
933,0,1,yes,5,other,2,5,course,1,no,yes,no,2,2.6274999999999995
934,0,1,yes,4,other,2,3,reputation,1,no,no,no,2,2.8813999999999993
935,0,1,yes,2,at_home,3,3,other,1,no,yes,yes,2,3.9566999999999948
936,0,1,yes,3,services,3,3,reputation,1,no,yes,yes,1,3.0696000000000074
937,0,1,yes,2,services,3,4,reputation,1,yes,no,yes,3,3.475700000000025
938,0,1,yes,2,teacher,2,3,reputation,1,yes,yes,yes,1,3.475700000000025
939,0,1,yes,5,teacher,2,2,home,1,yes,yes,yes,4,2.938699999999997
940,0,1,yes,3,health,3,2,reputation,1,no,yes,yes,2,3.7431999999999626
941,1,1,yes,5,services,2,3,reputation,1,no,no,yes,1,3.0696000000000074
942,0,1,yes,3,services,4,2,reputation,2,no,yes,yes,1,3.9566999999999948
943,0,1,yes,4,services,3,2,reputation,2,yes,yes,yes,1,3.4567000000000245
944,0,1,yes,5,health,1,3,home,1,no,yes,yes,3,3.0696000000000074
945,0,1,yes,2,health,2,4,reputation,2,yes,yes,yes,6,2.403800000000029
946,0,1,yes,2,other,2,5,home,2,no,yes,yes,2,2.1876000000000246
947,0,1,yes,3,other,4,3,reputation,1,no,yes,yes,1,3.4567000000000245
948,0,1,yes,1,teacher,1,2,home,1,no,yes,yes,4,3.7865999999999556
949,0,1,yes,4,health,2,4,home,1,no,yes,yes,1,2.8813999999999993
950,0,1,yes,5,other,1,1,home,2,no,no,yes,4,2.753599999999988
951,0,1,yes,3,other,3,3,reputation,2,no,yes,yes,1,3.4567000000000245
952,0,1,yes,5,health,4,2,reputation,1,yes,yes,no,2,3.9566999999999948
953,1,1,yes,3,other,2,4,home,1,yes,yes,yes,1,3.475700000000025
954,1,1,yes,3,services,2,3,reputation,1,yes,yes,yes,1,3.2752000000000288
955,0,1,yes,5,services,1,3,course,1,yes,no,yes,1,3.9566999999999948
956,1,1,yes,4,teacher,1,4,reputation,2,no,yes,yes,1,2.1876000000000246
957,1,1,yes,5,other,2,3,reputation,1,yes,no,yes,2,3.2804000000000295
958,1,1,yes,3,at_home,2,3,reputation,1,yes,yes,no,3,2.753599999999988
959,1,1,yes,3,services,2,4,home,1,yes,no,no,4,2.2827000000000277
960,0,1,no,2,at_home,2,1,other,3,no,yes,yes,1,3.2804000000000295
961,1,1,yes,4,other,2,2,course,1,no,no,no,4,2.960799999999995
962,1,1,yes,1,services,2,2,reputation,2,no,yes,no,2,2.938699999999997
963,2,1,yes,3,at_home,3,2,home,1,no,no,no,1,3.4567000000000245
964,1,1,yes,3,other,3,2,reputation,1,no,no,yes,1,2.960799999999995
965,0,1,yes,1,services,2,3,course,2,yes,yes,yes,2,2.1876000000000246
966,0,1,yes,5,other,3,4,course,1,yes,yes,yes,1,2.403800000000029
967,0,1,yes,5,at_home,3,4,course,1,yes,yes,no,10,2.753599999999988
968,0,1,yes,5,teacher,2,4,course,1,no,yes,yes,9,2.8813999999999993
969,0,1,yes,5,services,2,2,course,1,no,yes,yes,2,3.2804000000000295
970,0,1,yes,3,other,2,2,course,1,no,yes,yes,1,2.5397000000000025
971,0,1,yes,3,services,3,2,course,1,yes,yes,yes,4,2.8813999999999993
972,0,1,yes,5,services,3,3,course,1,no,yes,no,6,3.4567000000000245
973,0,1,yes,2,at_home,3,3,home,2,no,no,yes,6,3.7865999999999556
974,0,1,yes,3,other,3,3,course,1,yes,no,yes,4,2.753599999999988
975,0,1,yes,5,other,1,5,reputation,1,yes,no,no,15,3.7431999999999626
976,0,1,yes,4,services,1,5,course,4,no,yes,yes,25,2.7192999999999885
977,0,1,yes,4,teacher,3,4,course,1,yes,yes,yes,3,2.403800000000029
978,0,1,yes,4,teacher,3,3,course,2,no,yes,no,2,3.475700000000025
979,0,1,yes,5,other,4,5,course,1,yes,yes,yes,8,2.1876000000000246
980,0,1,yes,5,at_home,3,3,course,1,no,yes,yes,1,3.3987000000000243
981,0,1,yes,4,services,2,4,home,1,yes,no,yes,1,1.7322999999999935
982,0,1,yes,2,other,2,3,home,1,yes,no,no,1,2.1876000000000246
983,0,1,yes,4,at_home,4,4,course,2,yes,no,yes,1,2.403800000000029
984,0,1,yes,5,services,3,5,course,1,no,no,yes,3,3.7865999999999556
985,1,1,yes,5,services,3,3,home,1,no,no,yes,2,3.3987000000000243
986,0,1,yes,2,other,2,2,home,1,no,yes,yes,6,1.7322999999999935
987,0,1,yes,1,services,4,3,home,1,no,yes,yes,1,3.7865999999999556
988,0,1,yes,2,other,2,3,home,1,no,yes,yes,6,2.5397000000000025
989,1,1,yes,3,services,3,4,home,1,yes,no,yes,3,2.938699999999997
990,1,1,yes,2,teacher,2,3,home,1,yes,yes,yes,4,2.6274999999999995
991,0,1,yes,5,services,2,3,home,1,yes,no,yes,3,3.7865999999999556
992,1,1,yes,4,at_home,2,1,home,1,no,yes,yes,2,2.1876000000000246
993,0,1,yes,3,at_home,3,3,course,1,no,yes,yes,2,2.7192999999999885
994,0,1,yes,1,other,3,3,other,1,no,no,yes,6,3.3987000000000243
995,0,1,yes,4,teacher,3,2,course,1,no,no,yes,2,3.7865999999999556
996,0,1,yes,5,teacher,3,5,course,1,no,yes,yes,6,2.5397000000000025
997,0,1,yes,4,health,3,3,reputation,1,yes,yes,yes,3,3.475700000000025
998,1,1,yes,5,other,1,5,course,2,no,yes,no,25,3.0696000000000074
999,3,1,yes,2,other,2,4,home,3,no,no,yes,9,2.0212000000000065
1000,0,1,yes,3,health,2,4,course,2,no,yes,yes,6,3.2804000000000295
1001,1,1,no,3,at_home,1,3,course,1,no,no,yes,6,2.0212000000000065
1002,1,1,yes,5,other,1,4,home,3,no,yes,yes,9,2.1876000000000246
1003,0,1,yes,2,services,2,5,home,2,yes,yes,no,3,2.960799999999995
1004,0,1,yes,5,services,2,4,course,1,no,yes,yes,1,2.403800000000029
1005,0,1,yes,5,teacher,2,3,other,2,yes,yes,yes,2,3.2752000000000288
1006,0,1,yes,5,services,2,3,reputation,2,no,no,yes,2,2.960799999999995
1007,0,1,yes,3,other,1,2,home,2,no,no,no,2,2.6274999999999995
1008,0,1,yes,4,at_home,3,2,course,2,no,no,yes,1,3.9566999999999948
1009,0,1,yes,5,at_home,2,4,course,3,no,no,yes,4,3.2804000000000295
1010,1,1,no,5,at_home,2,3,other,2,yes,no,no,6,3.0696000000000074
1011,0,1,yes,3,services,2,2,other,2,no,yes,yes,3,2.753599999999988
1012,0,1,yes,1,at_home,2,4,course,1,yes,yes,yes,1,3.7865999999999556
1013,0,1,yes,3,other,2,2,course,2,no,no,no,2,2.960799999999995
1014,0,1,yes,3,at_home,2,4,course,2,no,yes,yes,8,2.6274999999999995
1015,0,1,yes,5,teacher,3,2,other,2,no,no,yes,4,3.2804000000000295
1016,1,1,yes,1,other,1,1,reputation,3,no,yes,yes,2,1.7322999999999935
1017,0,1,yes,4,at_home,1,3,course,2,no,yes,yes,2,2.7192999999999885
1018,0,1,yes,5,other,2,2,other,3,no,yes,no,8,3.0696000000000074
1019,2,1,yes,3,services,2,2,home,2,yes,no,yes,1,2.0212000000000065
1020,0,1,no,3,at_home,1,3,other,3,yes,yes,yes,6,3.2752000000000288
1021,0,1,yes,3,other,3,3,home,1,yes,no,yes,1,2.960799999999995
1022,0,1,yes,1,other,1,5,course,1,yes,no,yes,3,1.1637999999999862
1023,0,1,yes,1,other,3,4,reputation,2,no,no,yes,1,3.9566999999999948
1024,0,1,yes,4,other,3,2,home,4,no,no,yes,2,2.1876000000000246
